PROFILE_ID,PROFILE_NAME,GENERATED_DESCRIPTION
1087,360_Voice_Rev_WK5,"360_Voice_Rev_WK5 measures weekly voice revenue, likely derived from call detail records, stored as a Double value. It's used in CVM rule engines to assess subscriber revenue generation, grouped under ID 105, with a numeric, non-temporal classification."
1088,360_Voice_Rev_WK6,"The '360_Voice_Rev_WK6' KPI measures weekly voice revenue for a telecom subscriber, likely derived from call detail records. It's a numeric value (java.lang.Double) used in CVM rule engines to assess customer value, with its relevance tied to a specific weekly cycle."
1089,360_Voice_Rev_WK7,"The 360_Voice_Rev_WK7 KPI measures weekly voice revenue, likely derived from call detail records, and is used in CVM rule engines to assess subscriber value. It's a numeric value (java.lang.Double) representing revenue for a specific week, aiding in targeted telecom campaigns."
1090,360_Voice_Rev_WK8,"The 360_Voice_Rev_WK8 KPI measures the total voice revenue for a given week (WK8), likely derived from call detail records. It's a numeric (java.lang.Double) value used in CVM rule engines to assess customer voice usage revenue, aiding in targeted telecom marketing campaigns."
1091,360_Total_Rev_Voice_1,"Total_Rev_Voice_1 measures the total revenue generated from voice services, likely derived from call detail records. It's a numeric KPI used in CVM rule engines to assess customer value. Its double data type allows for precise revenue tracking, enabling targeted telecom marketing campaigns."
1092,360_Total_Rev_Voice_7,"Total_Rev_Voice_7 measures the total revenue generated from voice services over a 7-day period, likely derived from call detail records. It's a numeric KPI used in CVM rule engines to assess customer value, with values stored as java.lang.Double."
1093,360_Total_Rev_Voice_30,"Total_Rev_Voice_30 measures the total revenue generated from voice services over the last 30 days, likely derived from call detail records, categorized under GROUP_ID 105, stored as a java.lang.Double value, used in CVM rule engines to assess customer value and tailor telecom offers."
1094,360_Total_Rev_Voice_60,"Total_Rev_Voice_60 measures the total revenue generated from voice services over 60 days, likely derived from call detail records. It's a numeric KPI used in CVM rule engines to assess customer value, with values stored as java.lang.Double, enabling revenue-based customer segmentation and targeting."
1095,360_Total_Rev_Voice_90,"Total_Rev_Voice_90 measures the total revenue generated from voice services over the last 90 days, likely derived from call detail records, stored as a java.lang.Double value, and used in CVM rule engines to assess customer value and usage patterns."
1096,360_Total_Rev_Voice_180,"Total_Rev_Voice_180 measures the total revenue generated from voice services over 180 days, likely derived from call detail records, categorized under GROUP_ID 105, stored as a java.lang.Double value, used in CVM rule engines to assess customer value and loyalty."
1097,360_Rev_Onnet_V_Out_30D,"Revenue from on-net voice calls to outside networks within the last 30 days, a numeric KPI used in CVM rule engines to measure customer value, derived from call detail records, and stored as a java.lang.Double value."
1098,360_Rev_Offnet_V_Out_30D,"Revenue from off-net voice outgoing calls in the last 30 days, a numeric KPI used in telecom CVM rule engines to measure customer value, likely derived from CDRs, and stored as a java.lang.Double value."
1099,360_Payg_Rev_Voice_Lst_30D,"This KPI measures the total pay-as-you-go revenue from voice services for the last 30 days, likely derived from call detail records. It's a numeric value used in CVM rule engines to assess customer value, with a focus on recent voice service usage."
1100,360_Onnet_Voice_Rev_30D,"The 360_Onnet_Voice_Rev_30D KPI measures the total on-net voice revenue over 30 days, likely derived from call detail records. It's a numeric value used in CVM rule engines to assess customer voice usage and revenue contribution, enabling targeted telecom campaigns."
1101,360_Onnet_Voice_Rev_60D,"The KPI '360_Onnet_Voice_Rev_60D' measures the revenue generated from on-net voice services over 60 days, likely derived from call detail records. It's a numeric value used in CVM rule engines to assess customer value, with a temporal classification of 60 days."
1102,360_Onnet_Voice_Rev_90D,"The 360_Onnet_Voice_Rev_90D KPI measures the total on-net voice revenue over the last 90 days, likely derived from call detail records, and is used in CVM rule engines to assess customer value, with values stored as doubles."
1103,360_Offnet_Voice_Rev_30D,"The 360_Offnet_Voice_Rev_30D KPI measures the total off-net voice revenue over 30 days, likely derived from call detail records. It's a numeric value used in CVM rule engines to assess customer value, with a temporal classification of 30 days."
1104,360_Offnet_Voice_Rev_60D,"The 360_Offnet_Voice_Rev_60D KPI measures the total off-net voice revenue over 60 days, likely derived from call detail records. It's a numeric value used in CVM rule engines to assess customer value, with a focus on recent revenue performance."
1105,360_Offnet_Voice_Rev_90D,"The KPI '360_Offnet_Voice_Rev_90D' measures the total off-net voice revenue over 90 days, likely derived from call detail records. It's a numeric value used in CVM rule engines to assess customer value, with a temporal classification of cumulative 90-day data."
1106,360_Local_Voice_Rev_MTD,"360 Local Voice Revenue Month-to-Date (MTD) measures the total revenue generated from local voice services within the telecom CVM rule engine, likely derived from call detail records, stored as a java.lang.Double value, and used to assess customer value and usage patterns."
1107,360_Local_Voice_Rev_LMTD,"360_Local_Voice_Rev_LMTD measures limited local voice revenue, likely derived from call detail records, categorized under group 105, stored as a Double value. It's used in CVM rule engines to assess subscriber voice usage, possibly on a cumulative basis, informing targeted telecom campaigns."
1108,360_Local_Voice_Plan_Rev_MTD,"360 Local Voice Plan Revenue Month-To-Date (MTD) measures the total revenue generated from local voice plans. It's a numeric value, likely derived from call detail records, used in CVM rule engines to assess customer value. Its monthly aggregation helps telecom companies track revenue trends and optimize marketing strategies."
1109,360_Local_Voice_Plan_Rev_LMTD,"The '360 Local Voice Plan Revenue Limited' KPI measures monthly local voice plan revenue, likely derived from call detail records. It's a numeric value used in CVM rule engines to assess customer value and tailor telecom offers."
1110,360_Local_Voice_Payg_Rev_MTD,"360 Local Voice Payg Rev MTD measures monthly local voice revenue for pay-as-you-go subscribers, likely derived from call detail records. It's used in CVM rule engines to assess customer value, with values stored as doubles, enabling revenue-based customer segmentation and targeting."
1111,360_Local_Voice_Payg_Rev_LMTD,"Local_Voice_Payg_Rev_LMTD measures limited local voice revenue on pay-as-you-go plans, likely derived from call detail records. It's a numeric KPI used in CVM rule engines to assess customer value, with a double data type, enabling revenue-based customer segmentation and targeting."
1112,360_Onnet_Voice_MoUs_30D,"This KPI measures the total on-net voice minutes of use over 30 days, likely derived from call detail records. It's a numeric value used in CVM rule engines to assess customer voice usage behavior, enabling targeted telecom campaigns based on 30-day usage patterns."
1113,360_Onnet_Voice_MoUs_60D,"This KPI measures the total on-net voice minutes of use over the last 60 days, likely derived from call detail records. It's a numeric value used in CVM rule engines to assess customer voice usage behavior, helping tailor telecom offers or retention strategies."
1114,360_Onnet_Voice_MoUs_90D,"This KPI measures the total on-net voice minutes of use over the last 90 days, likely derived from call detail records. It's a numeric value used in CVM rule engines to assess customer voice usage patterns and value."
1115,360_Offnet_Voice_MoUs_30D,"Measures the total off-net voice minutes of use over 30 days, likely derived from call detail records. Used in CVM rule engines to assess customer voice usage patterns. It's a numeric value representing a 30-day cumulative measure."
1116,360_Offnet_Voice_MoUs_60D,"This KPI measures the total off-net voice minutes of use over 60 days, likely derived from call detail records. It's a numeric value used in CVM rule engines to assess customer usage patterns and value, relevant for telecom campaign targeting and customer segmentation strategies."
1117,360_Offnet_Voice_MoUs_90D,"This KPI measures the total off-net voice minutes of use over the last 90 days, likely derived from call detail records. It's a numeric value used in CVM rule engines to assess customer voice usage patterns and value."
1118,360_Local_Voice_Usg_MTD,"This KPI measures the monthly total local voice usage for a telecom subscriber, likely derived from call detail records. It's a numeric value used in CVM rule engines to assess customer behavior and value. The metric is categorized under group 105 and is of type java.lang.Double."
1119,360_Local_Voice_Usg_LMTD,"360_Local_Voice_Usg_LMTD measures limited local voice usage, likely derived from call detail records, stored as a Double value. It's used in CVM rule engines to assess subscriber behavior, possibly on a cumulative basis, to inform targeted telecom campaigns."
1120,360_Hbb_Wfbb_Voice_Traffic_MoUs_7D,"Measures the total voice traffic in minutes of use (MoUs) for customers with high-speed broadband (Hbb) and fiber-to-the-home broadband (Wfbb) over a 7-day period, likely derived from CDRs, used in CVM rule engines to assess customer usage patterns and value."
1121,360_Hbb_Wfbb_Voice_Traffic_MoUs_30D,"This KPI measures the total voice traffic in minutes of usage (MoUs) over the last 30 days for customers with high-bandwidth broadband (Hbb) and wireless fiber broadband (Wfbb) connections, likely derived from call detail records, and is used in CVM rule engines to assess customer value and usage patterns."
1122,360_Hbb_Wfbb_Voice_Traffic_MoUs_90D,"This KPI measures the total voice traffic in minutes of use (MoUs) for customers with high-speed broadband (Hbb) and fiber broadband (Wfbb) over the last 90 days, likely derived from call detail records, and is used in CVM rule engines to assess customer value and usage patterns."
1123,360_Hbb_Wfbb_Voice_Traffic_MoUs_Last_Month,"This KPI measures the total voice traffic in minutes of usage (MoUs) for customers with 360-degree Home Broadband (Hbb) and Wireless Fiber Broadband (Wfbb) services over the last month, likely derived from call detail records, and is used in CVM rule engines to assess customer value and behavior."
1124,360_Hbb_Wfbb_Voice_Traffic_MoUs_Sec_Last_Month,"Measures the total voice traffic in seconds for customers with high-speed broadband (Hbb) and fixed wireless broadband (Wfbb) services over the last month, indicating usage patterns and customer engagement for telecom CVM rule engine."
1125,360_Days_Since_Last_Activity_Voice,"This KPI measures the number of days since a customer's last voice activity, likely derived from call detail records. It's used in CVM rule engines to assess customer engagement, with integer values indicating the duration since last voice activity."
1126,360_Fav_Hour_Voice_Usage_M1,"This KPI measures the favorite hour voice usage for a subscriber over a month, likely derived from call detail records. It's used in CVM rule engines to analyze subscriber behavior, with values stored as integers, enabling monthly analysis of usage patterns."
1127,360_Fav_Hour_Voice_Usage_M2,"This KPI measures the average voice usage during the favorite hour in the last two months, likely derived from call detail records. It's used in CVM rule engines to analyze subscriber behavior, with values stored as integers, enabling targeted marketing campaigns based on usage patterns."
1128,360_Fav_Hour_Voice_Usage_MTD,"This KPI measures the monthly average voice usage during the subscriber's favorite hour, likely derived from call detail records. It's a numeric value used in CVM rule engines to assess customer behavior and tailor campaigns, capturing temporal patterns in voice usage."
1129,360_Most_Idd_Country_30D,"The '360_Most_Idd_Country_30D' KPI measures the most frequent international call destination country for a subscriber over the last 30 days, categorized as a string, likely derived from call detail records, and used in CVM rule engines to analyze international usage patterns."
1130,360_Most_Idd_Country_60D,"The '360_Most_Idd_Country_60D' KPI measures the most frequent international call destination country for a subscriber over the last 60 days, categorized as a java.lang.String, likely derived from CDRs, and used in CVM rule engines to analyze international calling patterns."
1131,360_Most_Idd_Country_90D,"The '360_Most_Idd_Country_90D' KPI measures the most frequent international call destination country for a subscriber over the last 90 days, categorized as a java.lang.String, likely derived from CDRs, and used in CVM rule engines to identify key international calling patterns."
1132,360_Top_2nd_Country_Idd_30D,"The '360_Top_2nd_Country_Idd_30D' KPI measures the top second country for international direct dialing (IDD) calls over the last 30 days, categorized as a string variable. It's used in CVM rule engines to analyze subscriber behavior and international call patterns."
1133,360_Top_2nd_Country_Idd_60D,"The '360_Top_2nd_Country_Idd_60D' KPI measures the top second country for international direct dialing (IDD) calls over the last 60 days, categorized as a string variable, likely used in CVM rule engines to analyze customer international calling behavior and preferences."
1134,360_Top_2nd_Country_Idd_90D,"The '360_Top_2nd_Country_Idd_90D' KPI measures the top second country for international direct dialing over the last 90 days, categorized as a string variable. It's used in CVM rule engines to analyze subscriber behavior and international calling patterns."
1135,360_Top_3rd_Country_Idd_30D,"This KPI measures the top 3rd country international direct dialing (IDD) usage within the last 30 days, categorized as a string variable. It's likely derived from call detail records and used in CVM rule engines to assess customer international calling behavior."
1136,360_Top_3rd_Country_Idd_60D,"This KPI measures the top 3rd country international direct dialing (IDD) usage within 60 days, likely derived from call detail records. It's a categorical variable used in CVM rule engines to assess subscriber behavior and international usage patterns."
1137,360_Top_3rd_Country_Idd_90D,"The '360_Top_3rd_Country_Idd_90D' KPI measures the top third country for international direct dialing (IDD) calls over the last 90 days, categorized as a string variable, likely used in CVM rule engines to analyze customer international calling behavior and value."
1138,360_Idd_User_30D,"The '360_Idd_User_30D' KPI measures the count or status of international direct dialing (IDD) users within the last 30 days. It's a categorical string metric, likely derived from call detail records, used in CVM rule engines to assess customer value based on recent IDD activity."
1139,360_Idd_User_60D,"The '360_Idd_User_60D' KPI measures the international direct dialing (IDD) usage over the last 60 days, categorized as a string variable. It's used in CVM rule engines to assess subscriber behavior, likely derived from call detail records, and is part of the '105' KPI group."
1140,360_Idd_User_90D,"The '360_Idd_User_90D' KPI measures the count or classification of international direct dialing (IDD) users over the last 90 days, likely derived from call detail records. It's used in CVM rule engines to identify valuable customer segments based on recent IDD usage, categorized as a string variable."
1141,360_Idd_Uae_Calling_Flag_30D,"The 360_Idd_Uae_Calling_Flag_30D KPI measures whether a customer has made international calls to UAE within the last 30 days, categorized as a boolean flag, likely derived from CDRs, and used in CVM rule engines to identify engaged or valuable customers."
1142,360_Idd_Uae_Calling_Flag_60D,"This KPI measures whether a customer has made an international call to UAE within the last 60 days. It's a categorical flag derived from call detail records, stored as a string, indicating customer behavior relevant to CVM rule engines for targeted marketing or retention strategies."
1143,360_Idd_Uae_Calling_Flag_90D,"This KPI measures whether a customer has made an international call to UAE within the last 90 days. It's a categorical flag derived from call detail records, stored as a string, indicating customer behavior relevant to CVM campaigns targeting international calling patterns."
1144,360_Idd_Pakistan_Calling_Flag_30D,"This KPI measures whether a customer has made international calls to Pakistan within the last 30 days, indicated by a flag stored as a string variable, likely used in CVM rule engines to identify and target specific customer behaviors or preferences."
1145,360_Idd_Pakistan_Calling_Flag_60D,"This KPI measures whether a customer has made international calls to Pakistan within the last 60 days, indicated by a flag stored as a string value, used in CVM rule engines to assess customer behavior and tailor marketing strategies."
1146,360_Idd_Pakistan_Calling_Flag_90D,"This KPI measures whether a customer has made international calls to Pakistan in the last 90 days, indicated by a flag stored as a string. It's used in CVM rule engines to assess customer behavior and value."
1147,360_Idd_India_Calling_Flag_30D,"This KPI measures whether a customer has made an international call to India in the last 30 days, indicated by a flag. It's a categorical variable used in CVM rule engines to assess customer behavior and tailor marketing strategies."
1148,360_Idd_India_Calling_Flag_60D,"This KPI measures whether a customer has made international calls to India within the last 60 days, indicated by a flag. It's a categorical variable used in CVM rule engines to assess customer behavior and tailor marketing strategies."
1149,360_Idd_India_Calling_Flag_90D,"This KPI measures whether a customer made an international call to India in the last 90 days, indicated by a flag stored as a string. It's used in CVM rule engines to assess customer behavior and value."
1150,360_Idd_Bangladesh_Calling_Flag_30D,"The 360_Idd_Bangladesh_Calling_Flag_30D KPI measures whether a customer has made international calls to Bangladesh within the last 30 days, indicating their engagement in specific cross-border telecom activities, likely derived from call detail records and used in CVM rule engines for targeted marketing."
1151,360_Idd_Bangladesh_Calling_Flag_60D,"This KPI measures whether a customer has made international calls to Bangladesh within the last 60 days, indicated by a flag. It's a categorical variable used in CVM rule engines to identify specific customer behavior, likely derived from call detail records."
1152,360_Idd_Bangladesh_Calling_Flag_90D,"This KPI measures whether a customer has made international calls to Bangladesh within the last 90 days, indicated by a flag stored as a string. It's used in CVM rule engines to assess customer behavior and tailor marketing strategies."
1153,360_Idd_Egypt_Calling_Flag_90D,"This KPI measures whether a customer has made international calls to Egypt within the last 90 days. It's a categorical flag derived from call detail records, stored as a string, and used in CVM rule engines to identify specific customer behavior patterns."
1154,360_Idd_Yemen_Calling_Flag_90D,"This KPI measures whether a customer has made international calls to Yemen within the last 90 days. It's a categorical flag derived from call detail records, stored as a string, and used in CVM rule engines to identify specific customer behavior or usage patterns."
1155,360_Idd_Turkey_Calling_Flag_90D,"This KPI measures whether a customer has made international calls to Turkey within the last 90 days, indicated by a flag stored as a string. It's used in CVM rule engines to assess customer behavior and value."
1156,360_Idd_Sri_Lanka_Calling_Flag_90D,"This KPI measures whether a customer has made international calls to Sri Lanka within the last 90 days, indicated by a flag. It's a categorical variable used in CVM rule engines to assess customer behavior and tailor marketing strategies."
1157,360_Idd_Sudan_Calling_Flag_90D,"This KPI measures whether a customer has made IDD calls to Sudan within the last 90 days. It's a categorical flag derived from call detail records, stored as a string, and used in CVM rule engines to assess customer behavior and tailor marketing strategies."
1158,360_Idd_Saudi_Arabia_Calling_Flag_90D,"This KPI measures whether a customer has made an international call to Saudi Arabia within the last 90 days, indicated by a flag stored as a string value, used in CVM rule engines to assess customer behavior and value."
1159,360_Idd_Voice_Rev_30D,"This KPI measures the total international direct dialed (IDD) voice revenue over the last 30 days, likely derived from call detail records. It's a numeric value used in CVM rule engines to assess customer value, with a focus on recent revenue performance."
1160,360_Idd_Voice_Rev_60D,"This KPI measures the total International Direct Dialing (IDD) voice revenue over the last 60 days, likely derived from call detail records. It's a numeric value used in CVM rule engines to assess customer value, with a focus on recent revenue performance."
1161,360_Idd_Voice_Rev_90D,"The '360_Idd_Voice_Rev_90D' KPI measures the total revenue generated from international direct dial (IDD) voice calls over the last 90 days. It's a numeric value, likely derived from call detail records, and is used in CVM rule engines to assess customer value based on long-term IDD voice usage."
1162,360_Idd_Voice_Rev_180D,"The '360_Idd_Voice_Rev_180D' KPI measures the total international direct dialing (IDD) voice revenue over the last 180 days, likely derived from call detail records. It's a numeric value used in CVM rule engines to assess customer value and behavior over a specific time frame."
1163,360_Payg_Rev_Idd_Voice_Lst_30D,"The '360_Payg_Rev_Idd_Voice_Lst_30D' KPI measures the total pay-as-you-go revenue from international direct dialing (IDD) voice calls over the last 30 days, indicating customer usage and revenue generation, likely derived from call detail records, and is used in CVM rule engines to assess customer value."
1164,360_Idd_Voice_MoU_30D,"This KPI measures the total International Direct Dialing (IDD) voice minutes of use over the last 30 days, likely derived from call detail records. It's a numeric value used in Customer Value Management to assess subscriber usage patterns and inform targeted marketing campaigns."
1165,360_Idd_Voice_MoU_60D,"This KPI measures the total International Direct Dialing (IDD) voice minutes of use over the last 60 days, likely derived from call detail records. It's a numeric value used in CVM rule engines to assess customer usage patterns and value."
1166,360_Idd_Voice_MoU_90D,"Measures the total international call minutes over the last 90 days, likely derived from call detail records, used in CVM rule engines to assess customer value, with values stored as doubles, indicating a numeric, potentially cumulative metric."
1167,360_Idd_Voice_Rev_MTD,"This KPI measures the monthly total revenue from international direct dial (IDD) voice calls, likely derived from call detail records. It's used in CVM rule engines to assess subscriber value, with values stored as a Double type, indicating a numeric measurement."
1168,360_Idd_Voice_Rev_LMTD,"This KPI measures the limited international direct dialing (IDD) voice revenue, likely derived from call detail records, and is used in customer value management to assess subscriber behavior and revenue performance, categorized under group 105 with values stored as java.lang.Double."
1169,360_Idd_Payg_Voice_Rev_MTD,"Idd_Payg_Voice_Rev_MTD measures monthly IDD pay-as-you-go voice revenue, likely derived from call detail records. As a numeric KPI in a CVM rule engine, it assesses subscriber revenue generation, informing targeted marketing and retention strategies."
1170,360_Idd_Payg_Voice_Rev_LMTD,"Idd_Payg_Voice_Rev_LMTD measures the limited, pay-as-you-go international direct dialing voice revenue, likely derived from call detail records, used in CVM rule engines to assess customer value, with values stored as java.lang.Double, indicating a numeric, potentially cumulative or periodic metric."
1171,360_Idd_Voice_MoU_MTD,"This KPI measures the total International Direct Dialing (IDD) voice minutes of use for the month-to-date (MTD), likely derived from call detail records. It's a numeric value used in Customer Value Management to assess subscriber usage patterns and inform targeted marketing campaigns."
1172,360_Idd_Voice_MoU_LMTD,"This KPI measures the limited international direct dialing voice minutes of use, likely derived from call detail records, and is used in customer value management to assess subscriber behavior and usage patterns, represented as a numeric value."
1173,360_Idd_Voice_Rev_WK1,"This KPI measures the revenue generated from IDD voice services in Week 1, likely derived from call detail records. It's a numeric value used in CVM rule engines to assess customer value, with its type being java.lang.Double, indicating a precise revenue measurement."
1174,360_Idd_Voice_Rev_WK2,"This KPI measures the revenue generated from IDD voice services in the second week, likely derived from call detail records. It's a numeric value used in CVM rule engines to assess customer value, with a weekly temporal classification."
1175,360_Idd_Voice_Rev_WK3,"This KPI measures the revenue generated from international direct dial (IDD) voice calls in the third week, likely derived from call detail records. It's a numeric value used in CVM rule engines to assess customer value, with a weekly temporal classification."
1176,360_Idd_Voice_Rev_WK4,"This KPI measures the International Direct Dialing (IDD) voice revenue for Week 4, likely derived from call detail records. It's a numeric value (java.lang.Double) used in Customer Value Management rule engines to assess subscriber behavior and revenue performance."
1177,360_Idd_Voice_Rev_WK5,"This KPI measures the revenue generated from IDD voice services in Week 5, likely derived from call detail records. It's a numeric value used in CVM rule engines to assess customer value, with its purpose being to inform targeted marketing or retention strategies."
1178,360_Idd_Voice_Rev_WK6,"Idd_Voice_Rev_WK6 measures weekly international call revenue, likely derived from call detail records, indicating customer value for CVM rule engine, stored as a Double type, capturing telecom usage performance."
1179,360_Idd_Voice_Rev_WK7,"Idd_Voice_Rev_WK7 measures weekly international call revenue, likely derived from call detail records. As a numeric KPI in a CVM rule engine, it assesses subscriber value. Its double data type indicates precise revenue tracking, enabling targeted telecom marketing campaigns."
1180,360_Idd_Voice_Rev_WK8,"This KPI measures the International Direct Dialing (IDD) voice revenue for week 8, likely derived from call detail records. It's a numeric value used in Customer Value Management to assess subscriber behavior and revenue performance."
1181,360_Top_1st_Favourite_Country_M1,"This KPI measures the top favourite country of a subscriber in the last month, likely derived from call detail records. It's a categorical variable used in CVM rule engines to understand subscriber behaviour and tailor marketing campaigns."
1182,360_Top_2nd_Favourite_Country_M1,"The KPI '360_Top_2nd_Favourite_Country_M1' measures a subscriber's second most preferred country for telecom usage in the last month, categorized as a string variable, likely derived from call detail records, and used in CVM rule engines to tailor customer value management strategies."
1183,360_Top_3rd_Favourite_Country_M1,"This KPI measures a customer's third most frequently visited country in the last month, categorized as a string variable. It's used in CVM rule engines to analyze subscriber roaming behavior and tailor marketing campaigns accordingly."
1184,360_Top_1st_Favourite_Country_M2,"This KPI measures a customer's top favourite country for telecom usage over a 2-month period, categorized as a string variable. It's used in CVM rule engines to analyze subscriber behaviour and tailor marketing strategies."
1185,360_Top_2nd_Favourite_Country_M2,"Measures the top 2nd favourite country for telecom subscribers based on a specific metric (M2), likely derived from call detail records, categorized as a string variable, used in CVM rule engine for customer value management."
1186,360_Top_3rd_Favourite_Country_M2,"This KPI measures a customer's 3rd favourite country for telecom usage, derived from call detail records, categorized as a string variable, likely used in CVM rule engines to identify customer roaming preferences."
1187,360_Top_1st_Favourite_Country_MTD,"This KPI measures the top favourite country for a subscriber on a month-to-date basis, likely derived from call detail records. It's a categorical variable used in CVM rule engines to understand subscriber behaviour and tailor marketing campaigns."
1188,360_Top_2nd_Favourite_Country_MTD,"This KPI measures the top second favourite country for telecom subscribers on a month-to-date basis, indicating customer roaming behaviour. It's a categorical metric derived from call detail records, used in CVM rule engines to personalize customer engagement and offers."
1189,360_Top_3rd_Favourite_Country_MTD,"This KPI measures a customer's top 3rd favourite country MTD, indicating their roaming preference. It's a categorical metric, likely derived from CDRs, used in CVM rule engines to personalize telecom services and promotions based on customer behaviour."
1190,360_Most_Roaming_Country_90D,"The '360_Most_Roaming_Country_90D' KPI measures the most frequent roaming country for a subscriber over the last 90 days, categorized as a java.lang.String, likely derived from CDRs, and used in CVM rule engines to assess customer roaming behavior and value."
1191,360_Most_Roaming_Country_60D,"The '360_Most_Roaming_Country_60D' KPI measures the most frequent roaming country for a subscriber over the last 60 days, categorized as a java.lang.String. It's used in CVM rule engines to assess roaming behavior, likely derived from CDRs, and informs targeted marketing or customer retention strategies."
1192,360_Most_Roaming_Country_30D,"The '360_Most_Roaming_Country_30D' KPI measures the most frequent roaming country for a subscriber over the last 30 days, categorized as a string variable. It's used in CVM rule engines to analyze roaming behavior, likely derived from CDR data, and informs targeted marketing or customer retention strategies."
1193,360_Overall_Roaming_Flag_7D,"The 360_Overall_Roaming_Flag_7D KPI measures whether a customer has roamed in the last 7 days. It's a categorical metric used in CVM rule engines to assess customer behavior. Derived from CDRs, it's likely a flag indicating roaming activity, stored as a string value."
1194,360_Overall_Roaming_Flag_30D,"The 360_Overall_Roaming_Flag_30D KPI measures whether a customer has roamed within the last 30 days. It's a categorical metric, likely derived from CDRs, used in CVM rule engines to assess customer behavior and tailor marketing strategies based on roaming activity."
1195,360_Overall_Roaming_Flag_60D,"The 360_Overall_Roaming_Flag_60D KPI measures whether a subscriber has roamed within the last 60 days. It's a categorical metric, likely derived from call detail records, used in CVM rule engines to assess customer behavior and tailor marketing strategies."
1196,360_Idd_Philippines_Calling_Flag_90D,"This KPI measures whether a customer has made international calls to the Philippines within the last 90 days. It's a categorical flag derived from call detail records, used in CVM rule engines to identify valuable subscribers with specific calling behaviors."
1197,Vas_Rev_60D,"VAS Revenue over 60 days, a numeric KPI measuring subscriber value, likely derived from call detail records, used in CVM rule engines to assess customer revenue generation over a 60-day period."
1198,Vas_Rev_30D,"Vas_Rev_30D measures the total revenue from Value-Added Services over the last 30 days, likely derived from CDRs, categorized under GROUP_ID 105, stored as a java.lang.Double, indicating a numeric, time-based metric used in CVM rule engines to assess customer value."
1199,Vas_Rev_1D,"Vas_Rev_1D measures daily revenue from value-added services, likely derived from call detail records. It's a numeric KPI used in CVM rule engines to assess subscriber behavior and transaction performance, enabling targeted campaigns based on daily usage patterns."
1200,Active_Base_90D,"The Active_Base_90D KPI measures the count or status of active subscribers within the last 90 days, likely derived from call detail records or usage data, and is used in CVM rule engines to identify valuable customer segments, with values stored as a string type."
1201,Active_Base_30D,"The Active_Base_30D KPI measures the count or status of active subscribers within the last 30 days, likely derived from usage or transaction data. It's used in CVM rule engines to identify engaged customers, with values stored as a string type."
1202,Active_Base_7D,"The Active_Base_7D KPI measures the count of active subscribers over the last 7 days, likely derived from call detail records. It's a string-typed metric used in CVM rule engines to assess customer engagement, with its value stored in the Active_Base_7D column."
1203,Active_Base_1D,"The Active_Base_1D KPI measures the count or status of active subscribers within the last day, likely derived from call detail records or usage data, and is used in CVM rule engines to assess customer engagement, with values stored as a string and no specific date type indicated."
1204,Avg_Rev_Lst_3_Mnths,"Average revenue over the last 3 months, a numeric KPI measuring customer value, likely derived from call detail records and recharge data, used in CVM rule engines to assess customer profitability and inform targeted marketing campaigns."
1205,Total_Recharge_wk1,"Total_Recharge_wk1 measures the total recharge amount for a subscriber in the first week, likely derived from weekly aggregated recharge data, used in CVM rule engines to assess customer value with a numeric (java.lang.Double) value."
1206,Total_Recharge_wk2,"Total_Recharge_wk2 measures the total recharge amount for a subscriber in week 2, likely derived from weekly aggregated recharge data. It's a numeric KPI used in CVM rule engines to assess customer value, with values stored as java.lang.Double."
1207,Total_Recharge_wk3,"Total_Recharge_wk3 measures the total recharge amount for a subscriber in week 3, likely derived from call detail records, used in CVM rule engines to assess customer value, categorized under GROUP_ID 106, stored as a java.lang.Double value."
1208,Total_Recharge_wk4,"Total_Recharge_wk4 measures the total recharge amount for a customer over four weeks, likely derived from cumulative recharge data. It's used in CVM rule engines to assess customer value, with values stored as java.lang.Double, indicating a numeric measurement."
1209,Total_Recharge_wk5,"Total_Recharge_wk5 measures the total recharge amount for a subscriber in week 5, likely derived from recharge transactions. It's a numeric KPI used in CVM rule engines to assess customer value. Its double data type allows for precise monetary values."
1210,Total_Recharge_wk6,"Total_Recharge_wk6 measures the total recharge amount for a subscriber in week 6, likely derived from call detail records, used in CVM rule engines to assess customer value, with values stored as java.lang.Double, indicating a numeric, possibly cumulative metric."
1211,Total_Recharge_wk7,"Total_Recharge_wk7 measures the total recharge amount for a subscriber over a week, likely derived from weekly aggregated CDRs. It's a numeric KPI used in CVM rule engines to assess customer value, with values stored as java.lang.Double."
1212,Total_Recharge_wk8,"Total_Recharge_wk8 measures the total recharge amount for a subscriber over an 8-week period, likely derived from cumulative recharge data. It's a numeric KPI used in CVM rule engines to assess customer value, with values stored as java.lang.Double."
1213,Recharge_90D,"Recharge_90D measures the recharge status over 90 days, likely a categorical indicator of whether a customer recharged within this period. It's used in CVM rule engines to assess customer engagement and value. The metric is stored as a string, indicating a qualitative assessment."
1214,Recharge_30D,"Recharge_30D measures the recharge status of telecom subscribers over 30 days, likely derived from recharge transactions. It's a categorical metric used in CVM rule engines to assess customer value. The metric is stored as a string and lacks a specific temporal classification."
1215,Recharge_7D,"Recharge_7D measures the recharge activity within a 7-day period, likely derived from CDRs, indicating customer engagement and value. It's a categorical string metric used in CVM rule engines to assess short-term recharge behavior, enabling targeted telecom campaigns."
